Partei,Thema,Meinung
"AFD","Zuwanderung wieder national regeln","Die zuwanderungspolitische Souveränität Deutschlands ist schon heute nicht mehr gegeben. Hauptgrund hierfür ist eine weitreichende Abgabe von Hoheitsrechten an die EU und der Beitritt zu internationalen Vereinbarungen, die allesamt eine linksextreme „One-world-Utopie“ verfolgen. Die AfD stellt sich dem entgegen. Sie tritt für die Rückgabe der Hoheitsrechte zur Rechtssetzung von Asyl und Zuwanderung ein und schlägt dafür die folgenden Maßnahmen vor: Die Vergemeinschaftung des Aufenthalts- und Asylrechts wird rückgängig gemacht. Die europäische Grenzsicherung verbleibt dabei in europäischer Verantwortung (Frontex) parallel zur nationalstaatlichen Verantwortung für die eigene Grenzsicherung. Deutschland kündigt unverzüglich den UN-Migrationspakt und den UN-Flüchtlingspakt auf, da diese trotz ihrer angeblichen Unverbindlichkeit in nationales Recht eingehen werden. Der neue, von der Europäischen Kommission angestrebte EU-Migrationspakt soll verhindert werden bzw. der Beitritt Deutschlands unterbleiben. Kein „Gemeinsames europäisches Asylsystem“ (GEAS) mit von der EU festgelegten Aufnahmequoten für Flüchtlinge."
"AFD","quote","Die AfD bekennt sich dazu, die kulturelle Identität Deutschlands zu wahren. Wir fordern die Ausarbeitung eines umfassenden migrationspolitischen Ansatzes nach japanischem Vorbild."
"AFD","Qualifizierte Zuwanderung","Das aktuelle Einwanderungssystem schadet Deutschland kulturell sowie wirtschaftlich und ist dringend reformbedürftig. Die AfD bekennt sich dazu, die kulturelle Identität Deutschlands zu wahren. Vorbild einer identitätswahrenden Migrationspolitik können für Deutschland nicht klassische Einwanderungsländer von der Größe Kanadas oder Australiens sein, sondern eher Länder wie Japan, die eine ihrer Landesstruktur entsprechende Begrenzung und Steuerung der Migration verfolgen. Durch Lockdown-Krise, Automatisierung und Digitalisierung sind die Zeiten rekordhoher Beschäftigung absehbar vorbei. Massenmigration erzeugt Lohndruck bis in die Mittelschicht hinein und führt zu Konkurrenz um Sozialleistungen. Wir fordern die Ausarbeitung eines umfassenden migrationspolitischen Ansatzes nach japanischem Vorbild mit dem Primärziel der Interessenwahrung der Deutschen und bereits zugewanderter Bürger, die sich zur kulturellen Identität Deutschlands bekennen. Die Behauptung einiger Wirtschaftsverbände und Lobbyisten, in Deutschland herrsche Fachkräftemangel und damit ein Bedarf an qualifizierter Einwanderung, dient nur vordergründig dem Gemeinwohl und darf deshalb nicht maßgeblich sein. Der schädliche Einfluss wirtschaftlicher Partikularinteressen oder gar damit kaschierter antideutscher Ressentiments muss beendet werden."
"AFD","quote","Integration gelingt nur, wenn die Regeln, Traditionen und Werte unserer Gesellschaft akzeptiert werden. Unverzichtbar ist der Erwerb der deutschen Sprache."
"AFD","Integration","Bei der Integration sehen wir Zuwanderer und Personen, denen wir einen vorübergehenden Schutz gewähren, in der Pflicht. Integration gelingt nur, wenn die Regeln, Traditionen und Werte unserer Gesellschaft akzeptiert werden. Unverzichtbar ist der Erwerb der deutschen Sprache. Die AfD fordert: Bei qualifizierten Zuwanderern setzen wir eine intensive Integrationsbereitschaft voraus. Der Fokus muss auf dem Spracherwerb liegen, den wir bis zum Niveau B2 unterstützen wollen. Die Bevorzugung von Migranten in Form einer Quotierung, unter Missachtung des Leistungsprinzips, muss ausgeschlossen werden. Abstriche hinsichtlich der Anforderungen bei der Ausbildung oder bei der Einstellung in den öffentlichen Dienst lehnen wir ab. Integrationsprojekte sind einer staatlichen Evaluations- und Erfolgsprüfung zu unterziehen. Das Profitgeschäft von NGOs und Wohlfahrtsverbänden ist zu beenden. Die AfD verlangt, dass das Kopftuch als religiöspolitisches Zeichen im Öffentlichen Dienst generell nicht gestattet und in öffentlichen Schulen weder von Lehrerinnen noch Schülerinnen getragen wird. Dies betrachten wir als eine der wichtigsten Bedingungen für eine gelingende Integration. Das Kopftuchverbot trägt zur Wahrung des Schulfriedens bei und ermöglicht jungen Mädchen eine freie Persönlichkeitsentwicklung und Selbstbestimmung."
"AFD","quote","Die AfD fordert Integrationsprojekte einer staatlichen Evaluations- und Erfolgsprüfung zu unterziehen."
"AFD","Die deutsche Staatsangehörigkeit ist ein kostbares Gut","Das Geburtsortprinzip (Erwerb der deutschen Staatsangehörigkeit durch Geburt in Deutschland, auch wenn kein Elternteil Deutscher ist) wollen wir wieder aus dem Gesetz streichen und zum Abstammungsprinzip zurückkehren, wie es bis zum Jahr 2000 galt. Die Anforderungen - besonders auch in zeitlicher Hinsicht - für eine Ermessenseinbürgerung müssen erheblich steigen und einen Anspruch auf Einbürgerung darf es nicht mehr geben. Die Verleihung der deutschen Staatsangehörigkeit soll als Erfolg eigener Anstrengung erlebt werden und die Betroffenen mit Stolz erfüllen können."
"AFD","quote","Die AfD fordert die Rückkehr zum Abstammungsprinzip für die Staatsbürgerschaft, wie es bis zum Jahr 2000 galt."
"AFD","Familien stärken und fördern","Die AfD bekennt sich zur Familie als Keimzelle unserer Gesellschaft. Sie besteht aus Vater, Mutter und Kindern. Familie bedeutet Sicherheit, Obhut, Heimat, Liebe und Glück. Dieses Werte- und Bezugssystem wird von Generation zu Generation weitergegeben. Von linksgrüner Seite jedoch wird die Institution Familie aus ideologischer Motivation heraus diskreditiert, um sie durch andere Leitbilder zu ersetzen. Wir fordern dagegen die Wiederherstellung des grundgesetzlich garantierten, besonderen Schutzes der Familie. In der Shell-Jugendstudie 2019 gaben 68% der Jugendlichen an, später einmal eine Familie gründen zu wollen, 19% waren noch unentschlossen. In der Vergangenheit konnten allerdings viele junge Erwachsene ihren Kinderwunsch nicht wie gewünscht verwirklichen. Dies unterstreicht die Notwendigkeit einer aktivierenden, also geburtenfördernden Familienpolitik. Eine Fortsetzung der herrschenden, familienzersetzenden Politik wird die demografische Katastrophe, in die wir geraten sind, weiter verschlimmern. Am Ende dieses Prozesses steht auch der Zusammenbruch der sozialen Sicherungssysteme und letztlich unserer kulturellen Identität. Das können wir nicht wollen! Die AfD ist entschlossen, dem familienfeindlichen Zeitgeist eine positive, familienfreundliche Sozialpolitik entgegenzustellen. Ein Schlüssel zu glücklicheren und stabileren Familien liegt dabei in aktivierenden familienpolitischen Maßnahmen und in einer größeren Wertschätzung der Familienarbeit."
"AFD","quote","Die AfD bekennt sich zur Familie als Keimzelle unserer Gesellschaft."
"AFD","Ursachen der demografischen Katastrophe","Die Geburtenrate liegt in Deutschland seit Mitte der 70er Jahre weit unterhalb des Niveaus zur Bestandserhaltung. Bei einer Geburtenrate von 1,5 Kindern schrumpft ein Volk um ca. 30% pro Generation. Die Ursachen für den Geburtenrückgang sind vielfältig. Durch den Ausbau des deutschen Sozialstaates mit Hilfeleistungen für alle Lebenslagen hat sich eine fundamental veränderte Einstellung der Bürger zum eigenen generativen Verhalten entwickelt. Die Wahrnehmung des Staates als Helfer in allen Lebenslagen hat die Vorstellung von der eigenen Familie auch als generationsübergreifende Wirtschafts- und Versorgungsgemeinschaft ersetzt. Vor diesem Hintergrund wurde der Hang zur vorrangigen ökonomischen Wohlstandsoptimierung während der Lebenserwerbsphase zum Leitbild einer materialistischen Gesellschaft. Immer mehr Paare haben daher den ideellen Wert einer Familie als Sozialisationsraum und emotionale intergenerative Lebensgemeinschaft aus den Augen verloren. Der Gedanke einer vorrangigen „Selbstverwirklichung” hat dazu geführt, zugunsten von Einkommen und Karriere Kinderwünsche zurückzustellen oder gänzlich aus der eigenen Lebensplanung zu verdrängen. Eltern, die für Familienarbeit ganz oder teilweise zu Hause bleiben, werden in unserer Gesellschaft abgewertet. Insbesondere bei doppelberufstätigen Eltern besteht durch die strukturelle Benachteiligung von Familien in der Arbeitswelt eine mangelnde Vereinbarkeit von Familie und Beruf. Hinzu kommen die kinderbezogenen Mehrkosten für Wohnraum, Versorgung und Ausbildung, die bei der Bemessung von Steuern und Sozialversicherungen nur minimal ausgeglichen werden. Das alles führt zu durchschnittlich kleineren Familien und teilweise auch zu einer gewollten Kinderlosigkeit."
"AFD","quote","Wir fordern die Wiederherstellung des grundgesetzlich garantierten, besonderen Schutzes der Familie."
"AFD","Leistungsfähigkeit der Familien erhalten","Vor allem Familien der mittleren Einkommensschicht werden in Deutschland steuerlich stärker belastet als in fast allen anderen europäischen Ländern. Die Geburtenrate ist bei diesen Familien erschreckend gering. Die AfD will hier mit dem steuerlichen Familiensplitting einen Paradigmenwechsel einleiten, verbunden mit einer Anhebung des Kinderfreibetrages. Als weitere steuerliche Maßnahmen fordern wir die vollständige steuerliche Absetzbarkeit von kinderbezogenen Ausgaben und eine Absenkung der Mehrwertsteuer für Artikel des Kinderbedarfs auf den reduzierten Satz. Ergänzend sollen Eltern zur Herstellung der Lastengerechtigkeit bei der Geburt jedes Kindes eine Rückzahlung bereits entrichteter Rentenbeiträge in Höhe von 20.000 € erhalten bzw. von zukünftigen Beiträgen in entsprechender Höhe freigestellt werden, ohne dass die spätere Leistung gekürzt wird."
"AFD","quote","Die AfD will Familien entlasten, indem ihnen Rentenbeiträge in Höhe von 20.000 € pro Kind freigestellt werden ."
"AFD","Familien unterstützen","Umfragen belegen immer wieder, dass sich viele junge Eltern in Deutschland statt Mehrfachbelastung und Rollenkonflikten mehr Zeit für ihre Kinder wünschen. Kinder unter drei Jahren fühlen sich am wohlsten, wenn sie durch die eigenen Eltern betreut werden. Es muss wieder möglich sein, dass eine Familie mit kleinen Kindern von einem Gehalt leben kann, so dass die Eltern frei zwischen Berufstätigkeit oder Erwerbspause entscheiden können. Eltern, die ihre Kleinkinder selbst betreuen, erleben deren Entwicklung unmittelbar, vermitteln ihnen Herzensbildung und erhalten damit ihre körperliche und seelische Gesundheit, während gerade bei Kindern unter drei Jahren eine Fremdbetreuung mit Entwicklungsrisiken verbunden ist (Großstudie „The NICHD Study of Early Child Care and Youth Development“, 1991 und 2007). Die AfD will daher für die ersten drei Jahre ein Betreuungsgeld für Eltern bzw. Großeltern einfüren, welches sich als Lohnersatzleistung am bisherigen durchschnittlichen Nettolohn der letzten drei Jahre vor Geburt des ersten Kindes orientiert, gedeckelt auf die Höhe des allgemeinen durchschnittlichen Nettogehalts. Das Kindergeld soll beibehalten, Missbrauchsmöglichkeiten müssen aber unterbunden werden. So ist zum Beispiel für im Ausland lebende Kinder nur der dort übliche Betrag zu zahlen. Für junge Familien sollen die Erstanschaffungen bei Familiengründung durch einen Ehe-Start-Kredit unterstützt werden Der Ehe-Startkredit soll Deutschen im Sinne des Grundgesetzes gewährt werden sowie EU-Bürgern, die seit mindestens 20 Jahren in Deutschland leben. Mit jedem Kind wird ein Teil des Kredits erlassen. BAföG-Empfängern soll bei einer Geburt während der Ausbildung bzw. während des Studiums die Rückzahlung bei erfolgreichem Abschluss erlassen werden. Für alle Studenten mit Kindern soll die Regelstudienzeit auf Antrag um bis zu sechs Semester verlängert werden. Der Wiedereinstieg von Eltern nach der Babypause soll vereinfacht werden, indem nach Kinderzahl gestaffelte Lohnsubventionen an die Arbeitgeber gezahlt werden. Familien brauchen bezahlbaren Wohnraum. Neben der Schaffung günstiger Mietwohnungen wollen wir auch möglichst viele Familien in eigene vier Wände bringen. Dazu wollen wir Bauland vergünstigt an Familien abgeben und die Konditionen der KfW verbessern: Statt teurer Förderung von Energieeffizienzhäusern wollen wir gestaffelte Teilerlasse nach Kinderzahl."
"AFD","Familienfreundliches Deutschland","Wir wollen eine kinderfreundliche Gesellschaft als Staatsziel ins Grundgesetz aufnehmen. Das stärkt Familien und verpflichtet die Politik zu echter Familienfreundlichkeit – im Gegensatz zur Aufnahme von „Kinderrechten“ ins Grundgesetz, die dem Staat nur „die Lufthoheit über den Kinderbetten“ sichern soll. Kinder sind schon jetzt Grundrechtsträger. Gesonderte „Kinderrechte“ schwächen deshalb nur die Elternrechte nach Art. 6 GG. Statt Gleichstellungsbeauftragten wollen wir Familienbeauftragte, die familienfreundliche Entscheidungen sicherstellen und somit die aktivierende Familienpolitik unterstützen. Staatliche Leistungen und Verwaltungsabläufe sind systematisch auf Familienfreundlichkeit zu prüfen und anzupassen. Über soziales Marketing soll für Familiengründungen und das Leitbild der 3-KindFamilie geworben sowie über die damit verbundenen Angebote informiert werden. Mehrgenerationenfamilien sind stärker zu fördern. Für Arbeitgeber müssen Anreize für eine bessere Vereinbarkeit von Familie und Beruf geschaffen werden."
"AFD","quote","Wir wollen eine kinderfreundliche Gesellschaft als Staatsziel ins Grundgesetz aufnehmen."
"AFD","Kinder in den Familien belassen, Kindesentzug nur in Ausnahmefällen","Einige Familien bedürfen der staatlichen Unterstützung durch Beratung und Hilfe bei der Erziehung. Allerdings darf dies nur in äußersten Ausnahmefällen zu einem Kindesentzug durch das Jugendamt führen. Leider hat sich in den letzten Jahren um die Inobhutnahme von Kindern eine regelrechte Industrie entwickelt, die eines ständigen Nachschubs an Kindern bedarf. Die Anzahl der Inobhutnahmen ist seit 1995 von 23.432 Kindern bis 2018 auf 52.590 Kinder bzw. um 124% gestiegen. Bis 2019 haben sich die Ausgaben dafür von ca. 15 Milliarden Euro (1995) auf 50,6 Milliarden Euro vervielfacht. In Extremfällen musste sogar die „übermäßige Liebe der Mutter“ als Entzugsgrund herhalten. Hier fordert die AfD einen radikalen Kurswechsel. Wir wollen Fehlentscheidungen vermeiden, die als Willkür empfunden werden. Die Jugendpolitik muss auf eine Förderung der Familien ausgerichtet werden und das Ziel verfolgen, dass die Kinder in ihren Familien bleiben. Dazu müssen die Beratung und Sanktionierung von Familien innerhalb der Jugendämter auf zwei unabhängige Stellen verteilt und strikt getrennt werden. Es ist seitens der Fachaufsicht und aller Leitungsebenen auf die Einhaltung der Gesetze zu achten, insbesondere muss kostenlose Akteneinsicht gewährt werden, es muss eine Angemessenheitsprüfung aller Leistungen stattfinden, ein Kindesentzug darf nur für eine kurze Zeit angeordnet werden und das Wunsch- und Wahlrecht für Leistungen des Jugendamtes nach §16 SGB VIII muss respektiert werden. Wir wollen darüber hinaus eine unabhängige Kontrolle der Jugendämter und der freien Träger installieren, um dem dort herrschenden Wildwuchs Einhalt zu gebieten. Die Ombudsstelle muss mit Entscheidungsbefugnissen ausgestattet und bekannt gemacht werden, damit sich Eltern auch an diese wenden können."
"AFD","quote","Die AfD fordert Familien- statt Gleichstellungsbeauftragte, um familienfreundliche Entscheidungen sicherzustellen."
